Gene_name	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component
slyB	b1641	946801	P0A905	JW1633	outer membrane lipoprotein	8.1
sodA	b3908	948403	P00448	JW3879	SodA	8.2
sodB	b1656	944953	P0AGD3	JW1648	SodB	Basal machinery
sodC	b1646	945343	P0AGD1	JW1638	superoxide dismutase (Cu-Zn)	Basal machinery
soxR	b4063	948566	P0ACS2	JW4024,marC	SoxR DNA-binding transcriptional dual regulator	8.2
soxS	b4062	948567	P0A9E2	JW4023	SoxS DNA-binding transcriptional dual regulator	8.2
speB	b2937	947715	P60651	JW2904	SpeB	Basal machinery
speD	b0120	947719	P0A7F6	JW0116	adenosylmethionine decarboxylase, proenzyme	Basal machinery
speE	b0121	947726	P09158	JW0117	SpeE	Basal machinery
spy	b1743	946253	P77754	JW1732		26
sra	b1480	946030	P68191	JW5962,rpsV	30S ribosomal subunit protein S22	8.1
srlA	b2702	947575	P56579	JW5429,gutA,sbl	sorbitol PTS permease - SrlA subunit	Basal machinery
srlB	b2704	948971	P05706	JW2673,gutB	sorbitol PTS permease - SrlB subunit	Basal machinery
srlD	b2705	948937	P05707	JW2674,gutD	SrlD	Basal machinery
srlE	b2703	948933	P56580	JW5430,gutE	sorbitol PTS permease - SrlE subunit	Basal machinery
srlR	b2707	948942	P15082	gutR,JW2676	GutR DNA-binding transcriptional repressor	Basal machinery
sroA					SroA	67
sroC					SroC	8.1
sroD					SroD	8.5
ssb	b4059	948570	P0AGE0	JW4020,exrB,lexC	ssDNA-binding protein	Basal machinery
ssnA	b2879	949072	Q46812	JW2847,ygfL	predicted chlorohydrolase/aminohydrolase	Basal machinery
ssuA	b0936	945560	P75853	ycbO,JW0919	aliphatic sulfonate ABC transporter - periplasmic binding protein	19
ssuB	b0933	947220	P0AAI1	JW0916,ycbE	aliphatic sulfonate ABC transporter - ATP binding subunit	19
ssuC	b0934	947216	P75851	ycbM,JW5121	aliphatic sulfonate ABC transporter - membrane subunit	19
ssuD	b0935	945557	P80645	JW0918,ycbN	alkanesulfonate monooxygenase, FMNH<sub>2</sub>-dependent	19
ssuE	b0937	945947	P80644	ycbP,JW0920	NAD(P)H-dependent FMN reductase	19
stpA	b2669	947130	P0ACG1	hnsB,JW2644	H-NS-like DNA-binding protein with RNA chaperone activity	21
sucA	b0726	945303	P0AFG3	JW0715	subunit of E1(0) component of 2-oxoglutarate dehydrogenase	Basal machinery
sucB	b0727	945307	P0AFG6	JW0716	SucB	Basal machinery
sucC	b0728	945312	P0A836	JW0717	succinyl-CoA synthetase, &beta; subunit	Basal machinery
sucD	b0729	945314	P0AGE9	JW0718	succinyl-CoA synthetase, &alpha; subunit	Basal machinery
sufA	b1684	949014	P77667	JW1674,ydiC	Fe-S cluster assembly, scaffold protein	Intermodular
sufB	b1683	945753	P77522	ynhE,JW5273	SufB component of SufBCD Fe-S cluster scaffold complex	Intermodular
sufC	b1682	946128	P77499	JW1672,ynhD	SufC component of SufBCD Fe-S cluster scaffold complex	Intermodular
sufD	b1681	944878	P77689	JW1671,ynhC	SufD component of SufBCD Fe-S cluster scaffold complex	Intermodular
sufE	b1679	946173	P76194	JW1669,ynhA	sulfur acceptor for SufS cysteine desulfurase	Intermodular
sufS	b1680	946185	P77444	csdB,JW1670,ynhB	L-cysteine desulfurase	Intermodular
sulA	b0958	947335	P0AFZ5	JW0941,sfiA	SOS cell division inhibitor	8.1
surA	b0053	944812	P0ABZ6	JW0052	peptidyl-prolyl <i>cis-trans</i> isomerase (PPIase)	Basal machinery
sutR						8.1
sxy	b0959	946504	P75869	JW0942,yccR,tfoX	transcriptional coactivator for CRP	Basal machinery
symE	b4347	949088	P39394	sosC,yjiW,dinL,JW4310	toxin-like protein of the SOS response	36
talA	b2464	947006	P0A867	JW2448	transaldolase A	Basal machinery
tam	b1519	946074	P76145	JW1512,yneD	<i>trans</i>-aconitate 2-methyltransferase	60
tap	b1885	946397	P07018	JW1874		8.1
tar	b1886	946399	P07017	JW1875,cheM		8.1
tauA	b0365	945030	Q47537	JW0357,yaiR,ssiA	taurine ABC transporter - periplasmic binding protein	19
tauB	b0366	945027	Q47538	JW0358,ssiB,yaiQ	taurine ABC transporter - ATP binding subunit	19
tauC	b0367	945026	Q47539	yaiJ,JW0359,ssiC	taurine ABC transporter - membrane subunit	19
tauD	b0368	945021	P37610	ssiD,yaiG,JW0360	taurine dioxygenase monomer	19
tcyJ						8.1
tdcA	b3118	947494	P0ACQ7	JW3089	TdcA DNA-binding transcriptional activator	51
tdcB	b3117	947633	P0AGF6	JW3088	TdcB	51
tdcC	b3116	947629	P0AAD8	JW3087	serine / threonine:H<sup>+</sup> symporter TdcC	51
tdcD	b3115	947635	P11868	yhaA,JW5806	propionate kinase	51
tdcE	b3114	947623	P42632	JW5522,yhaS	2-ketobutyrate formate-lyase/pyruvate formate-lyase 4, inactive	51
tdcF	b3113	947624	P0AGL2	yhaR,JW5521	predicted enamine/imine deaminase	51
tdcG	b4471	2847724	P42630	JW5520,yhaQ,yhaP	L-serine deaminase III	51
tdcR	b3119	944907	P11866	JW5525	TdcR DNA-binding transcriptional activator	51
tdh	b3616	948139	P07913	JW3591	Tdh	Basal machinery
tfaQ	b1546	946060	P76155	ydfM,JW1539	Qin prophage; predicted tail fibre assembly protein	Basal machinery
thiB	b0068	946306		yabL,JW0067,tbpA		67
thiL	b0417	947387	P0AGG0	JW0407	thiamin monophosphate kinase	Basal machinery
thiP	b0067	944784	P31549	yabK,JW0066	thiamin ABC transporter - membrane subunit	67
thiQ	b0066	944785	P31548	JW0065,yabJ	thiamin ABC transporter - ATP binding subunit	67
thrA	b0002	945803	P00561	thrA2,thrA1,JW0001	ThrA	Basal machinery
thrB	b0003	947498	P00547	JW0002	ThrB	Basal machinery
thrC	b0004	945198	P00934	JW0003	threonine synthase	Basal machinery
thrL	b0001	944742	P0AD86	JW4367	thr operon leader peptide	Basal machinery
thyA	b2827	949035	P0A884	JW2795	thymidylate synthase	Basal machinery
tktB	b2465	945865	P33570	JW2449	transketolase II	Basal machinery
tnaA	b3708	948221	P0A853	ind,JW3686	tryptophanase	6
tnaB	b3709	948220	P23173	trpP,JW5619/JW5622	tryptophan:H<sup>+</sup> symporter TnaB	6
tnaC	b3707	948223	P0AD89	tnaL,JW3685	tna operon leader peptide	6
tolC	b3035	947521	P02930	mtcB,weeA,refI,toc,mukA,colE1-i,JW5503	TolC monomer	Basal machinery
tomB	b0461	945106	P0AAR0	JW0450,ybaJ	protein that modulates Hha toxicity	8.1
tonB	b1252	945843	P02929	exbA,JW5195	TonB energy transducing system - TonB subunit	Basal machinery
topA	b1274	945862	P06612	supX,JW1266	DNA topoisomerase I	Basal machinery
torA	b0997	946267	P33225	JW0982	trimethylamine N-oxide reductase, catalytic subunit	6
torC	b0996	946252	P33226	JW0981	TorC trimethylamine N-oxide reductase, cytochrome c-type subunit	6
torD	b0998	945625	P36662	JW0983	chaperone protein for trimethylamine-N-oxide oxidoreductase I	6
torR	b0995	946182	P38684	JW0980	TorR	6
tpiA	b3919	948409	P0A858	JW3890,tpi	triose phosphate isomerase monomer	Basal machinery
tpke11					Tpke11	Basal machinery
tpr	b1229	946224	P02338	JW1219	predicted protamine-like protein	Basal machinery
tpx	b1324	945880	P0A862	JW1317,yzzJ	lipid hydroperoxide peroxidase	Basal machinery
treA	b1197	945757	P13482	osmA,JW1186	periplasmic trehalase	Basal machinery
treB	b4240	948761	P36672	JW4199	trehalose PTS permease - TreB subunit	8.1
treC	b4239	948762	P28904	olgH,JW4198	trehalose-6-phosphate hydrolase	8.1
treF	b3519	948037	P62601	JW3487	cytoplasmic trehalase	Basal machinery
treR	b4241	948760	P36673	JW4200	TreR transcriptional repressor	8.1
trg	b1421	945995	P05704	JW1417		8.1
trmA	b3965	947143	P23003	JW3937	tRNA m<sup>5</sup>U54 methyltransferase	Basal machinery
trmD	b2607	947099	P0A873	JW2588	tRNA m<sup>1</sup>G37 methyltransferase	Basal machinery
trpA	b1260	946204	P0A877	JW1252	tryptophan synthase, &alpha; subunit	12
trpB	b1261	945768	P0A879	JW1253	tryptophan synthase, &beta; subunit	12
trpC	b1262	945519	P00909	JW1254,trpF	indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase	12
trpD	b1263	945109	P00904	trpGD,JW1255	anthranilate synthase component II	12
trpE	b1264	945846	P00895	JW1256	anthranilate synthase component I	12
trpL	b1265	945856	P0AD92	JW1257,trpEE	trp operon leader peptide	12
trpR	b4393	948917	P0A881	JW4356,rtrY	TrpR	12
trpS	b3384	947894	P00954	JW3347	tryptophanyl-tRNA synthetase	Basal machinery
truB	b3166	947687	P60340	JW3135,yhbA	tRNA pseudouridine 55 synthase	8.19
trxA	b3781	948289	P0AA25	JW5856,fipA,tsnC	thioredoxin 1	Basal machinery
trxC	b2582	947062	P0AGG4	JW2566,yfiG	reduced thioredoxin 2	8.18
tsaE	b4168	948684	P0AF67	JW4126,yjeE	protein involved in threonylcarbamoyladenosine biosynthesis	Basal machinery
tsf	b0170	944866	P0A6P1	JW0165	protein chain elongation factor EF-Ts	Basal machinery
tsr	b4355	948884	P02942	JW4318,cheD		8.1
tsx	b0411	946242	P0A927	JW0401,nupA	nucleoside channel; receptor of phage T6 and colicin K	8.35
ttdA	b3061	947565	P05847	ygjA,JW3033	L-tartrate dehydratase, &alpha; subunit	5
ttdB	b3062	947568	P0AC35	ygjB,JW3034	L-tartrate dehydratase, &beta; subunit	5
ttdR	b3060	947562	P45463	JW3032,ygiP	Dan	5
ttdT	b3063	947576	P39414	ygjE,JW3035,ygjC	tartrate:succinate antiporter	5
tufA	b3339	947838	P0CE47	JW3301	elongation factor Tu	Basal machinery
tufB	b3980	948482	P0CE48	JW3943	elongation factor Tu	Basal machinery
tynA	b1386	945939	P46883	JW1381,maoA	TynA	15
tyrA	b2600	947115	P07023	JW2581	TyrA	12
tyrB	b4054	948563	P04693	JW4014	TyrB	12
tyrP	b1907	946412	P0AAD4	JW1895	tyrosine:H<sup>+</sup> symporter TyrP	12
tyrR	b1323	945879	P07604	JW1316	TyrR DNA-binding transcriptional dual regulator	12
ubiH	b2907	947388	P25534	visB,JW2875	2-octaprenyl-6-methoxyphenol hydroxylase	Basal machinery
ubiI	b2906	947389	P25535	visC,JW2874	2-octaprenylphenol hydroxylase	Basal machinery
ubiX	b2311	949033	P0AG03	dedF,JW2308	3-octaprenyl-4-hydroxybenzoate decarboxylase together with UbiG	8.10
udp	b3831	948987	P12758	JW3808	Udp	8.35
ugpA	b3452	947957	P10905	JW3417	glycerol-3-phosphate ABC transporter - membrane subunit	Basal machinery
ugpB	b3453	947962	P0AG80	JW3418	glycerol-3-phosphate ABC transporter - periplasmic binding protein	Basal machinery
ugpC	b3450	947953	P10907	JW3415	glycerol-3-phosphate ABC transporter -  ATP binding subunit	Basal machinery
ugpE	b3451	947959	P10906	JW3416	glycerol-3-phosphate ABC transporter - membrane subunit	Basal machinery
ugpQ	b3449	947955	P10908	JW3414	glycerophosphodiester phosphodiesterase, cytosolic	Basal machinery
uhpA	b3669	948178	P0AGA6	JW3644	UhpA transcriptional activator	8.36
uhpT	b3666	948201	P0AGC0	JW3641	hexose-6-phosphate:phosphate antiporter	Intermodular
ulaA	b4193	948717	P39301	JW5744,yjfS,sgaT	L-ascorbate PTS permease - UlaA subunit	38
ulaB	b4194	948716	P69822	yjfT,sgaB,JW4152	L-ascorbate PTS permease - UlaB subunit	38
ulaC	b4195	948715	P69820	ptxA,sgaA,JW4153,yjfU	L-ascorbate PTS permease	38
ulaD	b4196	948714	P39304	sgaH,JW4154,yjfV	3-keto-L-gulonate 6-phosphate decarboxylase	38
ulaE	b4197	948712	P39305	yjfW,sgaU,JW4155	L-xylulose 5-phosphate 3-epimerase	38
ulaF	b4198	948711	P39306	JW4156,sgaE,yjfX	L-ribulose 5-phosphate 4-epimerase	38
ulaG	b4192	948705	P39300	yjfR,JW5868	L-ascorbate 6-phosphate lactonase	38
ulaR	b4191	948706	P0A9W0	yjfQ,JW4149	UlaR DNA-binding transcriptional repressor	38
umpG	b2744	947211	P0A840	JW2714,ygbC,surE	broad specificity 5'(3')-nucleotidase and polyphosphatase	Basal machinery
umpH	b0675	945283	P0AF24	JW0661,nagD	UMP phosphatase	8.7
umuC	b1184	946359	P04152	JW1173	SOS mutagenesis and repair	36
umuD	b1183	945746	P0AG11	JW1172	SOS mutagenesis; error-prone repair; processed to UmuD'; forms complex with UmuC	36
ung	b2580	947067	P12295	JW2564	uracil-DNA glycosylase	Basal machinery
uof	b4637	5625562	A8DYP9		RyhB-regulated <i>fur</i> leader peptide	Intermodular
upp	b2498	946979	P0A8F0	uraP,JW2483	Upp	Basal machinery
uppP	b3057			bacA,JW3029,upk		Basal machinery
uraA	b2497	946978	P0AGM7	JW2482	uracil:H<sup>+</sup> symporter UraA	Basal machinery
uspA	b3495	948007	P0AED0	JW3462	universal stress global stress response regulator	8.5
uspB	b3494	948008	P0A8S5	yhiO,JW3461	predicted universal stress (ethanol tolerance) protein B	Basal machinery
uspD	b3923	948415	P0AAB8	yiiT,JW3894	stress protein involved in resistance to UV irradiation	8.1
uvrA	b4058	948559	P0A698	dinE,JW4019	excision nuclease subunit A	Basal machinery
uvrB	b0779	945385	P0A8F8	JW0762	DNA repair; excision nuclease subunit B	36
uvrC	b1913	947203	P0A8G0	JW1898	excinuclease ABC, subunit C; repair of UV damage to DNA	Basal machinery
uvrD	b3813	948347	P03018	recL,mutU,pdeB,rad,JW3786		Basal machinery
uvrY	b1914	946424	P0AED5	yecB,JW1899	UvrY transcriptional regulator	8.15
uxaB	b1521	945542	P0A6L7	JW1514	altronate oxidoreductase	Basal machinery
uxuA	b4322	947082	P24215	JW4285	D-mannonate dehydratase	73
uxuB	b4323	946795	P39160	JW4286	D-mannonate oxidoreductase	73
uxuR	b4324	948849	P39161	JW4287	UxuR DNA-binding transcriptional repressor	73
valS	b4258	948785	P07118	JW4215	valyl-tRNA synthetase	Basal machinery
ves	b1742	946245	P76214	JW1731,ydjR	conserved protein	8.1
waaA	b3633	949048	P0AC75	kdtA,JW3608	KDO transferase	Basal machinery
waaB	b3628	948144	P27127	rfaB,JW3603	UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	Basal machinery
waaF	b3620	948135	P37692	rfaF,JW3595	ADP-heptose:LPS heptosyltransferase II	Basal machinery
waaJ	b3626	948142	P27129	JW3601,rfaJ	UDP-glucose:(glucosyl)LPS &alpha;-1,2-glucosyltransferase	Basal machinery
waaL	b3622	948148	P27243	JW3597,rfaL	O-antigen ligase	Basal machinery
waaO	b3627		P27128	waaR,JW3602,rfaI,waaI	UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase	Basal machinery
waaP	b3630	948150	P25741	JW3605,rfaP	lipopolysaccharide core heptose (I) kinase	Basal machinery
waaQ	b3632	948155	P25742	JW3607,rfaQ	lipopolysaccharide core heptosyl transferase III	Basal machinery
waaS	b3629	948151	P27126	rfaS,JW3604	lipopolysaccharide core biosynthesis protein	Basal machinery
waaU	b3623	948147	P27242	JW3598,waaK,rfaK	lipopolysaccharide core biosynthesis; heptosyl transferase IV; probably hexose transferase	Basal machinery
waaY	b3625	948145	P27240	JW3600,rfaY	lipopolysaccharide core heptose (II) kinase	8.2
waaZ	b3624	948146	P27241	rfaZ,JW3599	protein involved in KdoIII attachment during lipopolysaccharide core biosynthesis	8.2
wcaA	b2059	946570	P77414	JW2044	predicted colanic acid biosynthesis glycosyl transferase	8.1
wcaB	b2058	946573	P0ACC9	JW2043	predicted colanic acid biosynthesis acyl transferase	8.1
wrbA	b1004	947263	P0A8G6	JW0989	NAD(P)H:quinone oxidoreductase	8.1
wza	b2062	946558	P0A930	JW2047	lipoprotein required for capsular polysaccharide translocation through the outer membrane	8.1
wzb	b2061	946564	P0AAB2	JW2046	protein-tyrosine phosphatase	8.1
wzc	b2060	946567	P76387	JW2045	protein-tyrosine kinase	8.1
xapA	b2407	946878	P45563	pndA,JW2398	xanthosine phosphorylase	Basal machinery
xapB	b2406	946868	P45562	JW2397	xanthosine:H<sup>+</sup> symporter XapB	Basal machinery
xapR	b2405	946862	P23841	pndR,yfeB,JW2396	XapR transcriptional activator	Basal machinery
xdhA	b2866	947116	Q46799	JW5462,ygeS	xanthine dehydrogenase subunit	Basal machinery
xdhB	b2867	947205	Q46800	JW2835,ygeT	xanthine dehydrogenase subunit, FAD-binding domain	Basal machinery
xdhC	b2868	945148	Q46801	ygeU,JW2836	xanthine dehydrogenase, Fe-S subunit	Basal machinery
xerC	b3811	948355	P0A8P6	JW3784	site-specific tyrosine recombinase	Basal machinery
xerD	b2894	947362	P0A8P8	xprB,JW2862	site-specific recombinase	Basal machinery
xseA	b2509	946988	P04994	JW2493	exonuclease VII, large subunit	Basal machinery
xthA	b1749	946254	P09030	JW1738,xth	exonuclease III	Basal machinery
xylA	b3565	948141	P00944	JW3537	XylA	47
xylB	b3564	948133	P09099	JW3536	xylulokinase	47
xylF	b3566	948090	P37387	xylT,JW3538	xylose ABC transporter - periplasmic binding protein	47
xylG	b3567	948127	P37388	JW3539	xylose ABC transporter - ATP binding subunit	47
xylH	b3568	948083	P0AGI4	JW3540	xylose ABC transporter - membrane subunit	47
xylR	b3569	948086	P0ACI3	JW3541	XylR transcriptional activator	47
yabI	b0065	944783	P30149	JW5005	conserved inner membrane protein	Basal machinery
yacC	b0122	948472	P0AA95	JW0118	predicted protein	Basal machinery
yadS	b0157	949062	P0AFP0	JW0153	conserved inner membrane protein	Basal machinery
yadV	b0140	944859	P33128	ecpD,JW0136	probable pilin chaperone similar to PapD	Basal machinery
yafD	b0209	946286	P0A8U2	JW5017	conserved protein	Basal machinery
yafE	b0210	946197	P30866	JW0200	predicted S-adenosylmethionine-dependent methyltransferase	Basal machinery
yafN	b0232	944920	Q47156	JW0222	antitoxin of the YafO-YafN toxin-antitoxin system	Basal machinery
yafO	b0233	944916	Q47157	JW0223	ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system	Basal machinery
yafP	b0234	944912	Q47158	JW0224	predicted acyltransferase with acyl-CoA N-acyltransferase domain	Basal machinery
yafQ	b0225	944911	Q47149	JW0215	toxin of the YafQ-DinJ toxin-antitoxin system	18
yafU	b0218	946644	P77354	JW0207	predicted inner membrane protein	Basal machinery
yagK	b0277	945847	P77657	JW0271	CP4-6 prophage; conserved protein	8.1
yaiA	b0389	945043	P0AAN5	JW0380	predicted protein	12
yaiW	b0378	945038	P77562	JW0369	surface exposed outer membrane lipoprotein	Basal machinery
yajG	b0434	945521	P0ADA5	JW0424	predicted lipoprotein	Basal machinery
ybaB	b0471	945104	P0A8B5	JW0460	conserved DNA-binding protein	Basal machinery
ybbN	b0492	947119	P77395	JW5067	chaperone and weak protein oxidoreductase	Basal machinery
ybbW	b0511	945138	P75712	JW0499,glxB2	YbbW NCS1 Transporter	64
ybbY	b0513	945131	P77328	glxB4,JW0501	predicted uracil/xanthine transporter	64
ybdZ	b4511	1450243	P18393	JW0577	MbtH-like protein that enhances the catalytic function of EntF	Basal machinery
ybeD	b0631	945220	P0A8J4	JW0626	conserved protein	Basal machinery
ybeX	b0658	946417	P0AE78	corC,JW0655	predicted ion transport protein	Basal machinery
ybeY	b0659	946430	P0A898	JW0656	endoribonuclease involved in maturation of 16S rRNA and ribosome quality control	Basal machinery
ybeZ	b0660	948044	P0A9K3	JW0657	predicted protein with nucleoside triphosphate hydrolase domain	Basal machinery
ybfG	b0691	945287		JW5094/JW5095	predicted protein	Basal machinery
ybfH					predicted protein	Basal machinery
ybfN	b0682		P75734	chiQ,JW0668	predicted lipoprotein	8.7
ybgA	b0707	944853	P24252	yuaG,JW0697	conserved protein	Basal machinery
ybhF	b0794	945413	P0A9U1	JW5104	YbhF	69
ybhG	b0795	945414	P75777	JW0779	predicted membrane fusion protein	69
ybhL	b0786	945401	P0AAC4	JW0769	predicted inner membrane protein	Basal machinery
ybhR	b0792	945403	P0AFP9	JW5803	YbhR	69
ybhS	b0793	945411	P0AFQ2	JW0777	YbhS	69
ybiT	b0820	945440	P0A9U3	JW0804	putative ATP-binding component of a transport system	44
ybjC	b0850	945481	P46119	JW0834	predicted inner membrane protein	Intermodular
ybjN	b0853	945482	P0AAY6	JW0837	predicted oxidoreductase	Intermodular
ybjP	b0865	945491	P75818	JW0849	predicted lipoprotein	Basal machinery
ycaR	b0917	945537	P0AAZ7	JW0900	conserved protein	Basal machinery
ycbB	b0925		P22525	JW0908,ldtD	L,D-transpeptidase YcbB	Basal machinery
yccA	b0970	946016	P0AAC6	JW0953	putative carrier/transport protein; substrate or modulator of FtsH-mediated proteolysis	Basal machinery
yccE	b1001	947468	P36661	JW0986	predicted protein	Basal machinery
yccJ	b1003	948930	P0AB14	JW0988	predicted protein	8.1
yccT	b0964	945577	P0A8X4	JW0947	conserved protein	8.1
yceI	b1056	946145	P0A8X2	JW1043	predicted protein	Basal machinery
yceJ	b1057	945628	P75925	JW1044	predicted cytochrome b561	Basal machinery
ycfS	b1113		P75954	JW5820,ldtC	L,D-transpeptidase YcfS	Basal machinery
ycgZ	b1164	945885	P75991	JW1151	predicted protein	32
ychA	b1214	945784	P0AGM5	yuaQ,sirB1,JW1205	predicted transcriptional regulator	Basal machinery
ychF	b1203	945769	P0ABU2	gtp1,engD,JW1194	ribosome-binding ATPase, inhibitor of catalase activity	8.18
ychH	b1205	945762	P0AB49	JW1196	stress-induced protein	Basal machinery
ychQ	b1213	945781	Q46755	JW1204,sirB2	predicted transcriptional regulator	Basal machinery
yciE	b1257	946871	P21363	JW1249	conserved protein	10
yciF	b1258	947133	P21362	JW1250	putative structural protein	10
yciG	b1259	947489	P21361	JW1251	predicted protein	10
yciH	b1282	947058	P08245	JW1274	translation initiation factor	Basal machinery
yciT	b1284	945869	P76034	JW1276	DNA-binding transcriptional regulator	Basal machinery
yciX	b4523	1450257	P58094	JW5198/JW5199	predicted protein	Basal machinery
yciZ	b4596	5061509	A5A614	JW1277	hypothetical protein	Basal machinery
ycjF	b1322	945878	P0A8R7	JW1315	conserved inner membrane protein	12
ycjG	b1325	946013	P51981	ycjH,JW1318	L-Ala-D/L-Glu epimerase	12
ycjX	b1321	945872	P76046	JW1314	conserved protein	12
ycjY	b1327	945988	P76049	JW5804	predicted hydrolase	12
ydbK	b1378		P52647	JW1372,pfo	pyruvate:flavodoxin oxidoreductase	8.2
ydcS	b1440	946005	P76108	JW1435	YdcS	56
ydcT	b1441	946007	P77795	JW1436	YdcT	56
ydcU	b1442	945976	P77156	JW1437	YdcU	56
ydcV	b1443	945903	P0AFR9	JW1438	YdcV	56
yddG	b1473	945942	P46136	JW1469	aromatic amino acid exporter	Basal machinery
ydeI	b1536	946068	P31130	JW1529	stress response protein	8.1
ydeM	b1497	945981	P76134	JW1492	predicted anaerobic sulfatase maturation enzyme	Basal machinery
ydeN	b1498	945957	P77318	JW5243	putative sulfatase	Basal machinery
ydeO	b1499	945922	P76135	JW1494	YdeO DNA-binding transcriptional dual regulator	8.1
ydeP	b1501	946055	P77561	JW1495	acid resistance protein	Intermodular
ydfN	b1547		P77515	stfQ,JW1540	Qin prophage; predicted side tail fibre assembly protein	Basal machinery
ydfW	b1567		P76164	intK,JW1559	Qin prophage; predicted protein	53
ydfX	b1568	946112	P76165	JW1560	Qin prophage; predicted protein	53
ydhI	b1643	947559	P64471	JW1635	predicted inner membrane protein	Basal machinery
ydhJ	b1644	946499	P76185	JW1636	conserved protein	Basal machinery
ydhK	b1645	946528	P76186	JW1637	conserved inner membrane protein	Basal machinery
ydhQ	b1664	944851	P77552	JW1656	conserved protein	Basal machinery
ydhT	b1669	945960	P77147	JW1659	conserved protein	8.11
ydhU	b1670	945608	P77409	JW1660	predicted cytochrome	8.11
ydhV	b1673	948756	P76192	JW5272	predicted oxidoreductase	8.11
ydhW	b1672	947180	P77564	JW1662	predicted protein	8.11
ydhX	b1671	947308	P77375	JW5271	predicted 4Fe-4S ferredoxin-type protein	8.11
ydhY	b1674	948749	P0AAL6	JW1664	predicted 4Fe-4S ferredoxin-type protein	8.11
ydiU	b1706	946219	P77649	JW1696	conserved protein	8.22
ydiV	b1707	946217	P76204	JW1697,cdgR	anti-FlhDC factor	8.14
ydjM	b1728	945644	P64481	JW5281	predicted inner membrane protein regulated by LexA	36
yeaD	b1780	946572	P39173	JW1769,yzzQ	conserved protein	8.1
yeaR	b1797	946317	P64488	JW1786	conserved protein	Basal machinery
yeaY	b1806	946312	P0AA91	JW1795	predicted lipoprotein	Basal machinery
yebE	b1846	946355	P33218	JW1835	conserved inner membrane protein	Basal machinery
yecR	b1904	946386	P76308	JW1892	predicted protein	8.1
yedW	b1969	946486	P76340	JW5322	predicted DNA-binding response regulator in two-component system with YedV	45
yedX	b1970		P76341	JW1953,hiuH	conserved protein	45
yefM	b2017	946542	P69346	JW5835	YefM antitoxin of the YoeB-YefM toxin-antitoxin pair and DNA binding transcriptional repressor	40
yegH	b2063	946566	P76389	JW5336	putative transport protein	Basal machinery
yegR	b2085	946613	P76406	JW5837	predicted protein	8.1
yehR	b2123	949023	P33354	JW5351	conserved protein	Basal machinery
yehT	b2125	949024	P0AFT5	JW5352	YehT	35
yehW	b2128	949028	P33359	JW2116	YehW	Basal machinery
yehX	b2129	946659	P33360	JW2117	YehX	Basal machinery
yehY	b2130	946660	P33361	JW2118	YehY	Basal machinery
yeiB	b2152	949044	P25747	JW2139	conserved inner membrane protein	8.6
yeiL	b2163	946670	P0A9E9	JW2150,nsr	YeiL DNA-binding transcriptional activator	Basal machinery
yfaE	b2236	946729	P0ABW3	JW2230	2Fe-2S cluster-containing protein involved in diferric-tyrosyl radical cofactor maintenance	29
yfdE	b2371	946432	P76518	JW2368	acetyl-CoA:oxalate CoA-transferase	8.1
yfdV	b2372	949110	P0AA49	JW2369	YfdV AEC Transporter	8.1
yfdX	b2375	949108	P76520	JW2372	predicted protein	8.1
yfeK	b2419	946876	Q47702	JW2412	predicted protein	Basal machinery
yfeS	b2420	946887	P78271	JW2413	conserved protein	Basal machinery
yfeX	b2431	946913	P76536	JW2424	porphyrinogen peroxidase	Basal machinery
yfeY	b2432	946919	P76537	JW2425	predicted outer membrane lipoprotein	Basal machinery
yffB	b2471	946953	P24178	yubG,JW2455	conserved protein	Basal machinery
yffO	b2446	946929	P76546		CPZ-55 prophage; predicted protein	Basal machinery
yffP	b2447	946928	P76547		CPZ-55 prophage; predicted protein	Basal machinery
yfgD	b2495	946974	P76569	JW2480	predicted oxidoreductase	Basal machinery
yfiB	b2605	947094	P07021	JW2586	predicted outer membrane lipoprotein	Basal machinery
yfiR	b2603	947090	P64548	JW2584	predicted periplasmic protein involved in swarming motility	Basal machinery
yfjV	b2641	947563		ypjM_1,ypjM		Basal machinery
ygeA	b2840	947348	P03813	yubO,JW2808	predicted racemase	47
ygfA	b2912			fau,JW2879		21
ygfB	b2909	947400	P0A8C4	JW5473	predicted protein	Basal machinery
yggE	b2922	947398	P0ADS6	JW2889	conserved protein	Basal machinery
yggN	b2958	947453	P0ADS9	JW2925	predicted protein	Basal machinery
yggW	b2955	947446	P52062	JW2922	predicted oxidoreductase	Basal machinery
yghF	b2970	947469	Q46834	JW5484	predicted secretion pathway protein, C-type protein	Basal machinery
ygiA	b3036		Q79CP2	JW5889	predicted protein	Basal machinery
ygiB	b3037	945086	P0ADT2	JW5927	conserved outer membrane protein	Basal machinery
ygiC	b3038	947249	P0ADT5	JW3006	predicted enzyme with ATPase activity	Basal machinery
ygiM	b3055	947555	P0ADT8	JW3027	predicted signal transduction protein (SH3 domain)	Basal machinery
yhbE	b3184	947699	P0AA73	JW3151	conserved inner membrane protein	8.1
